Album;Track;MainArtist;FeaturingArtists;Singer;Line;Number
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;Chris Brown;"""Baby you should be up in my bed
Do you mind, do you mind?
Baby you, do you mind? Do you mind? Do you mind?""";7
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;Chris Brown;"""You know, you know, you know, you know
He ain't got forever and ever
You know, you know, you know, you know
Let me be the one, baby you deserve better
You know, you know, you know, you know
We ain't got forever and ever
You know, you know, you know, you know
Let me be the one, baby do you mind? Do you mind?""";7
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;Future;"""Man with all this red carpet shit, baby
You know what I'm saying, Future Hendrix
I'ma do that favor, drippin' flavor in you two piece
I'm gonna keep my promise, never treat you like a groupie
Calamari dinners, got you eatin' raw sushi
Still in the trap, but I like my bitches bougie
Two cups of styrofoam, excuse me lil' mama
I can hold you down, be your friend and your lover
You want watches, new Versaces, you want Céline
Top back, screamin' money ain't a ting""";7
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;Rick Ross;"""Seeing two G-wagons in my driveway
FaceTime, two black bottles by my fireplace
Fell out with your peoples so you took the pictures down
Instagram ain't been the same since you so distant now
Took you shopping in other places that I won't name
First time your friends really got the see Balmain
20 million cash, seen it there with my two eyes
We the best and I told you this back in '05
(Maybach Music)""";7
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;Chris Brown;"""I'm just tryna get to know ya
Get a little closer, maybe post up
Do you mind? Do you mind? Do you mind?
Do you mind? Do you mind? Do you mind?""";7
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;August Alsina;"""Girl we been right here, thinkin' 'bout it all night""";7
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;Chris Brown;"""Baby you should be up in my bed
Do you mind, do you mind?
Baby you, do you mind? Do you mind? Do you mind?""";7
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;Nicki Minaj;"""Oh, just in case you need me, I don't mind
Yo, tell them what to do, tell them what to do
Tell them what to do
When you see a bad bitch in front of you, baby
Yeah, assume the position""";7
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;Chris Brown;"""I'm just tryna get to know ya
Get a little closer, maybe post up
Do you mind? Do you mind? Do you mind?
Do you mind? Do you mind? Do you mind?""";7
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;August Alsina;"""Girl we been right here, thinkin' 'bout it all night""";7
Major Keys;Do You Mind;DJ Khaled; Rick Ross, Future, August Alsina, Jeremih, Chris Brown & Nicki Minaj;Chris Brown;"""Baby you should be up in my bed
Do you mind, do you mind?
Baby you, do you mind? Do you mind? Do you mind?""";7
Major Keys;Pick These Hoes Apart;DJ Khaled; French Montana, Jeezy & Kodak Black;DJ Khaled;"""Another one
DJ Khaled!""";8
Major Keys;Pick These Hoes Apart;DJ Khaled; French Montana, Jeezy & Kodak Black;Kodak Black;"""Ain't tryna flatter you but baby you a star
I had to come after you, I seen you from afar
When she walked in I was standin' by the bar
Soon I saw you girl my dick was standin' hard
She so wet I make that pussy fart
Pussy good, I just might buy you a new car
Girl you could come and meet my mom tomorrow
The way you walk I thought you was a model
I'm just a regular nigga from the bottom
I hope you ain't one of them hoes that like to gossip
First I eat it then I beat it just like Michael
Yeah, I rap but I consider myself an idol
Ain't wanna say it but I think I like you
Certain shit I just gon' do because I'm prideful
Let a nigga get a little close to you then inside you
It's okay bae don't be scared I ain't gon' bite you""";8
Major Keys;Pick These Hoes Apart;DJ Khaled; French Montana, Jeezy & Kodak Black;Jeezy;"""Love 'em with your mind and never with your heart
Yeah, I'm shinin', don't you see me from afar?
We the type of niggas pull up in new cars
Sometimes you gotta pick these hoes apart
She can't wait to fuck a nigga in your squad
Real niggas wet your head and they shinin' hard
Rolex today that Audemar tomorrow
Sometimes you gotta pick these hoes apart""";8
Major Keys;Pick These Hoes Apart;DJ Khaled; French Montana, Jeezy & Kodak Black;Jeezy;"""One thing about that sack boy, I'ma run it up
Your favorite trapper's favorite trapper and you the runner up
Free credit, say one bitch, you know I got that sauce
Really got out here and got it I'm a motherfuckin' boss
Cause I call when I call I ain't tryna catch no feelin's
Dick rock hard, yeah I hit her with the buildin'
To all my haters I be mad too, you gotta watch this
Pull up in them 'Raris by the twos just like they chopsticks
It ain't about the sprint lil nigga, it's about the marathon
One time for my city bitch, they love me like I'm Farrakhan
Woke up on the first, yeah I bought a couple bricks
Got 'em all off then gotta suite up at the Ritz""";8
Major Keys;Pick These Hoes Apart;DJ Khaled; French Montana, Jeezy & Kodak Black;Jeezy;"""Love 'em with your mind and never with your heart
Yeah, I'm shinin', don't you see me from afar?
We the type of niggas pull up in new cars
Sometimes you gotta pick these hoes apart
She can't wait to fuck a nigga in your squad
Real niggas wet your head and they shinin' hard
Rolex today that Audemar tomorrow
Sometimes you gotta pick these hoes apart""";8
Major Keys;Pick These Hoes Apart;DJ Khaled; French Montana, Jeezy & Kodak Black;French Montana;"""Shawty cause of you, went and dropped the roof
Went and got the loot
Went and hit the dealer, went and dropped the deuce
Tried to make her mine, I'm a hustler lookin' for a buster
Baby go and find 'em, see you on your Oprah gram
We can hustle, both can shine
She buy the payment I knew that
My mind's telling me don't do that, my dick hard so I flew that
That fake love, we grew that
Take off all that Mac and let me see the real
Pussy off that mansion I can see your grill
Fuck the blogs, baby chill
I pick these hoes apart
Fuckin' with her mind
So much it started fuckin' with her heart
And I just play my part
I'm just seein' if you real, you wasn't with me from the start
These hoes'll tear your heart apart
Montana""";8
Major Keys;Pick These Hoes Apart;DJ Khaled; French Montana, Jeezy & Kodak Black;Jeezy;"""Love 'em with your mind and never with your heart
Yeah, I'm shinin', don't you see me from afar?
We the type of niggas pull up in new cars
Sometimes you gotta pick these hoes apart
She can't wait to fuck a nigga in your squad
Real niggas wet your head and they shinin' hard
Rolex today that Audemar tomorrow
Sometimes you gotta pick these hoes apart""";8
Major Keys;Fuck Up the Club;DJ Khaled;Yo Gotti, YG, Rick Ross & Future;Future;"""Yeah! This that '63 AMG Ghost music
It's that Ace of Spade, girl and it's toast music
Nigga let's toast to it""";9
Major Keys;Fuck Up the Club;DJ Khaled;Yo Gotti, YG, Rick Ross & Future;DJ Khaled;"""DJ Khaled!""";9
Major Keys;Fuck Up the Club;DJ Khaled;Yo Gotti, YG, Rick Ross & Future;Future;"""We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
And you better bring your whole crew
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
Yes any time you want to""";9
Major Keys;Fuck Up the Club;DJ Khaled;Yo Gotti, YG, Rick Ross & Future;Rick Ross;"""Boss
305 on my plates, a nigga still sellin' weight
Still tippin' them scales, I'm Ross, fit in the Wraith
They want too much for the taxes, I got my money in walls
I got all the bitches, nigga I got all the sauce
No reason I should lose, the leaders of the new
Got on a couple chains, toy bands and tennis shoes
Got on my Vacheron, Belaire, my bottles come
Talkin' menage a trois, shawty let's have some fun
Bellas at Wimbledon, hell of a gentleman
There is no bigger boss, if so then send ‘em in
I'm talkin' numbers, nigga, I've never fumbled, nigga
Standin' on a ball ballin' and I do it when I want it, nigga""";9
Major Keys;Fuck Up the Club;DJ Khaled;Yo Gotti, YG, Rick Ross & Future;Future;"We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
And you better bring your whole crew
""We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
Yes, any time you want to""";9
Major Keys;Fuck Up the Club;DJ Khaled;Yo Gotti, YG, Rick Ross & Future;YG;"""4Hunnid! 4Hunnid, Hunnid!
Young nigga, young nigga, got a gun, run nigga
Painted all the rivers red, this blood shit stuck with him
Hustle hard, hustle hard, bad bitches, fuck 'em all
Businessman, businessman, always tryna cut the costs
That's photos, that's more dough
Maybachs for everybody, nigga, squad goals
Flex on 'em, they're like, ""Uh oh!""
Entourage, entourage, pullin' up in four 4-doors
West coast, that's my shit, 4Hunnid, that's my clique
Last nigga that beat the pussy up, well, um, that's my bitch
I don't give no fucks, I don't give no fucks
40 bands, just blew in the club, oh well, nigga, so what?""";9
Major Keys;Fuck Up the Club;DJ Khaled;Yo Gotti, YG, Rick Ross & Future;Future;"""We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
And you better bring your whole crew
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
Yes any time you want to""";9
Major Keys;Fuck Up the Club;DJ Khaled;Yo Gotti, YG, Rick Ross & Future;Yo Gotti;"""Aces comin' by the 12 pack, young nigga in a Hellcat
GPS on the pack, tell the plug they can mail that
Tell the plug they can mail that, young nigga, I'ma sell that
Mouth closed, I'll never talk
Won't say a word and went to jail that
Sauce drippin', I'll fuck 'em up, .40 on me 'til I cough it up
Big Gotti, I'm bossin' up
If it's under a hunnid it don't cost enough
Tearin' clubs up like Three Six
I be tearin' plugs up, that's that street shit
I be fuckin' boss bitches, they don't need shit
Tell me, where my boss bitches who don't need shit?
Yeah, these diamonds, not rhinestones
Trap jumpin', yeah the line long
All this money got my mind gone
All this money got my mind gone""";9
Major Keys;Fuck Up the Club;DJ Khaled;Yo Gotti, YG, Rick Ross & Future;Future;"""We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
And you better bring your whole crew
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
We just gon' fuck up the club, baby, fuck up the club, baby
Yes any time you want to""";9
Major Keys;Work for It;DJ Khaled;2 Chainz, Gucci Mane & Big Sean;DJ Khaled;"""DJ Khaled!""";10
Major Keys;Work for It;DJ Khaled;2 Chainz, Gucci Mane & Big Sean;Big Sean;"""Make me give up everything I worked for
You gon' make me give up everything I worked for
Sunday, you ain't go to church though
I still bless you, but you know what come first though
Make me give up everything I worked for
You gon' make me give up everything I worked for
Sunday, that's what they pray to church for
You gon' make me give up everything I worked for""";10
Major Keys;Work for It;DJ Khaled;2 Chainz, Gucci Mane & Big Sean;Big Sean;"""You, you gon' get this Rollie off the wrist, yeah
You gon' have my phone full of all your pics, yeah yeah
You gon' have me flying in and out of town
You said you've been losing weight and dropping pounds
Damn, I think I'm 'bout to leave the one I'm with
Start a new relationship with you, this is what you do
I had you after twelve but you came right after at two
I could have anything I'd want but I still want you
That's the truth
I'm not really into the sentimentals
Just me and you behind the tinted windows
While you throwing all these innuendos
We just finna fuck up all the incidentals at the SLS
That's LA confidential
Show me everything that you've been through
We only do what we meant to like, woah
This that titties on the glass, pull the curtains shit
This that fuck you in the air, no service dick
This that call his ass right now, say you're deserting him
This that call him while we fucking so he heard the shit
""";10
Major Keys;Work for It;DJ Khaled;2 Chainz, Gucci Mane & Big Sean;Big Sean;"""Make me give up everything I worked for
You gon' make me give up everything I worked for
Sunday, you ain't go to church though
I still bless you, but you know what come first though
Make me give up everything I worked for
You gon' make me give up everything I worked for
Sunday, that's what they pray to church for
You gon' make me give up everything I worked for""";
Major Keys;Work for It;DJ Khaled;2 Chainz, Gucci Mane & Big Sean;Gucci Mane;"""Money stalking me, its like the money talk to me
So if you ain't talking 'bout money then don't talk to me (shh)
I work with dope boys, I keep a fork on me (skrt)
I'm in my drop top
But won't let you get the drop on me (catch up)
I keep the yop on me and trouble seems to follow me
I take my pistol to the mall, my pistol shop with me
That bitch is jockin' me, and young niggas admire me
Yeah, but I'm a product of the streets so they won't hire me""";10
Major Keys;Work for It;DJ Khaled;2 Chainz, Gucci Mane & Big Sean;2 Chainz;"""Can't let you play me off the streets you know I got kids
And more major keys than a locksmith
I could teach you niggas how to rock this
My bed was a pallet on the carpet
My ride was a bus named MARTA
Pillow full of Estee Lauder
Nigga, I'm allergic to a Charger
Nothing but foreign cars in my garage, ah""";10
Major Keys;Work for It;DJ Khaled;2 Chainz, Gucci Mane & Big Sean;Big Sean;"""Make me give up everything I worked for
You gon' make me give up everything I worked for
Sunday, you ain't go to church though
I still bless you, but you know what come first though
Make me give up everything I worked for
You gon' make me give up everything I worked for
Sunday, that's what they pray to church for
You gon' make me give up everything I worked for""";10
Major Keys;Work for It;DJ Khaled;2 Chainz, Gucci Mane & Big Sean;Big Sean;"""I'm takin' risks, she takin' pills, takin' pics
Day job night job, Jamaican shit
I stick to the basics, not a basic bitch
You deserve a young young legendary
Heartthrob speeding up your respiratory
Treat these others hoes secondary
I couldn't even cheat with my secretary
Faithful to you even when I'm on road
Even if I'm on a different coast
I'mma still make you feel close, mama
I'm addicted to your ass and titties
When you dance the bedroom turn to Magic City
Got my ass throwing hundreds, fifties
Outta thin air, yeah thats magic tricking
I take you to the Caribbean
Make your mind as clear as the water you swimming in
In and out that bitch like we amphibians
I won't change you up next season
For another chick like they did Aunt Vivian
I'mma put you on the businesses
I'mma divy up the dividends
I'mma show you what the fuck commitment is, baby
Make me give up everything I worked for
You gon' make me give
Girl you make me wanna leave the one I'm with
Start a new relationship with you, this feel like déjà vu""";10
Major Keys;Work for It;DJ Khaled;2 Chainz, Gucci Mane & Big Sean;Big Sean;"""Make me give up everything I worked for
You gon' make me give up everything I worked for
Sunday, you ain't go to church though
I still bless you, but you know what come first though
Make me give up everything I worked for
You gon' make me give up everything I worked for
Sunday, that's what they pray to church for
You gon' make me give up everything I worked for""";10
Major Keys;Don't Ever Play Yourself;DJ Khaled;Fat Joe, Busta Rhymes, Kent Jones, Fabolous & Jadakiss;DJ Khaled;"""DJ Khaled!""";11
Major Keys;Don't Ever Play Yourself;DJ Khaled;Fat Joe, Busta Rhymes, Kent Jones, Fabolous & Jadakiss;Jadakiss;"""Pat them down count the money, let 'em see the work, yeah
That's the definition of a major key alert
Another nigga gotta die, won't be the first, nah
Won't be the last, all we see is cash, yeah
Your real story don't match what you rappin' 'bout (liar)
So keep the movies in, stop actin' out
And I ain't talking 'bout no watch or no cars neither
Everything will get copped at Allah's leisure
Was a crack monster, I had the hard fever
Switch from the bald head to the dark Caesar
Used to be the capsules, now they love the plastics
I ain't tryna get caught up in this thug-rap shit (never)
Rather be bumper to bumper in drug traffic
Cash on deck whenever the plug ask it
You don't sweat the small things, they become drastic
Next thing is cremation or a casket
Fuck fallin' back, I need all of that
I need my name in the cocaine almanac, Jada
Real dope boy put me in the hall of smack
Went to job interviews, they ain't call us back
Either way I ain't never evil
Why do you think the streets love me? I ain't never leave 'em
Heart stops, but the words are forever breathing
You hatin' cause we the best, find a better reason""";11
Major Keys;Don't Ever Play Yourself;DJ Khaled;Fat Joe, Busta Rhymes, Kent Jones, Fabolous & Jadakiss;Fabolous;"""First thing first don't ever play yourself, ever
Oh another thing, I ain't ever play myself, never
Even when they all changed up, I stayed myself, it's me
Did what worked for me, then bossed up and paid myself
See I'm showin' up a K off, gain a Rollie, a day off
Still got that work, I don't know about no layoffs
Team still ballin' so I guess we in the playoffs (swish)
Team full of baddies, all my bitches in a slayoff
See we be in the party wasted, no part of fake shit
Nothin' but love 'round me, Cartier bracelets
I feel like Frank White walkin' into Arty Clay shit
You niggas got fat while everybody starved
My city don't sleep, I ain't ever noddin' off
When you're in the Benz, it piss everybody off
So I ain't stall, I do me, I ain't y'all
This New York nigga let 'em hang, giant balls
Odell Beckham, respect him, you can't check him
Blindside hoes hit me when I don't expect 'em (hey bighead)
Then I hit 'em with the curve from the major league
Gotta wait your turn, that's a major key""";11
Major Keys;Don't Ever Play Yourself;DJ Khaled;Fat Joe, Busta Rhymes, Kent Jones, Fabolous & Jadakiss;Fat Joe;"""Mami yellin' I'm the greatest
Back to back with the slow cum
In the lane, I got her so strung, I don't even know her
Every night I meet a new wife
Now ask your wife what this dick like
Balmain Joe, every time you see, a nigga flee
Mr. Officer, I was only grabbin' ID
Mami only listen to Romeo
Wild cowboy, I be speakin' through the yayo
Bout to let the cans go, woah
Fuck your bitch and let your mans know, so
Yeah, now it's the Don in the Don, couple laughs in the Uber
Only drivin' Uber cause I'm franchised in Cuba
This is big money talk and you tied to the sideline
Brian Scalabrine, niggas always tryna high five
Gotta stay away from day driftin', all sauce
Every day Vera Wang, nigga, cloth talk""";11
Major Keys;Don't Ever Play Yourself;DJ Khaled;Fat Joe, Busta Rhymes, Kent Jones, Fabolous & Jadakiss;Busta Rhymes;"""Now I'm takin' over everything like that's my callin'
Wakin' up in pussy like beautiful Sunday mornin'
Now we swimmin' in the money like a line of dolphins
Prepare for killin', now please line up all of the coffins
Think we playin'? Niggas think it's funny?
Pop you in your shit, brotha
Now make room for the money, MOVE!
If you don't make room, I'll beat a nigga past painful
Make a fool of yourself, I'll beat you past shameful
I get this bread and shine like an angel
One of the last with bars, you niggas better be grateful
Thank you so much
I Diddy bop and drop on you niggas
I count bread and take it to the top on you niggas (Mountaintop)
Blah blah blah blah, you sound alike, my niggas
Blah, blah, but when I do it, I finesse, I got it locked, my niggas
I give you new brand shit, fuck you gon' do?
And know we love the boom bap, oh yeah we do this too
Yeah, fuck with the realer side, oh you against us, nigga?
You better run and hide, until I'm finished, nigga
Don't play yourself
Play yourself and lay yourself dead in a casket
Pray yourself, end in a basket
Hate yourself
Cause you ain't ask if you could possess you a heater
Or you could be you a leader for the people
You talk a lot, I've seen the truth like Sevyn Streeter
Don't you ever play yourself""";11
Major Keys;Don't Ever Play Yourself;DJ Khaled;Fat Joe, Busta Rhymes, Kent Jones, Fabolous & Jadakiss;Ken Jones;"""I saw a lot of niggas fade out right after I put my tape out
I offered to help you shape up
I see that you'd rather flake out
Sellin' stories on them tracks
That nobody can seem to make out
That's why I keep a good head and shoulders
To keep all the flakes out
Seen a lot of singles chart on and off durin' the climb up
I bet if I had the clippers, they prolly all had a line up
You worried 'bout your followers, so hurt when I follow up
It's the ones with the most pride end up bein' the swallowers
Fuck a beat for a verse when I could do all three
No pop artist but pop is what you rappers do call me
A lot of washed out niggas tryna find hope in
I'm just tryna raise a son like my blinds' open
I know the hood well, but glad I ain't stuck in the streets
I'm pop chartin' but hood niggas got my song on repeat
I'm still loaded with illest ammo up under the seat
I'm playin' hopscotch with all the charts up under my feet
While you do it for the 'Gram, I do it for my Grammy
Fuck a gold trophy, I'm talkin' my mom's mammy
You gotta finish bigger than you start
Don't fall victim to bent stories, you ain't even part of it all
Start from the bottom or oh, please, don't start at all
I build a ship just to survive my own flood, I feel like Noah
Cause all he had was little rocks, an ark, and sawl
Road to riches, I'm still in gear while you park your car
Your baby wanna get nailed in the sprinter Lexus
Text back and told her
""Please be hammered so you can sex us""
My arm strong, if Louisiana then tell her Texas
And if it's not immediate then don't even send a message
FYI I'll be free 'round 2 or 3
And two things you gotta be, New Orleans
I'm an organ donor, I'm alive with no heart in me
So never say my name in vain
Cause bitch there's no arteries
Jones""";11
Major Keys;Tourist;DJ Khaled;Travis Scott & Lil Wayne;DJ Khaled;"""We The Best Music! DJ Khaled!!!""";12
Major Keys;Tourist;DJ Khaled;Travis Scott & Lil Wayne;Travis Scott;"""How many times the merry-go-round goes around
You come around a whole lot of times""";12
Major Keys;Tourist;DJ Khaled;Travis Scott & Lil Wayne;Travis Scott;"""Bust a trip, come and be my tourist
Pretty bitches walkin' 'round my forest
How does it feel, my nigga? Damn it feel great
Bust a trip, come and be my tourist""";12
Major Keys;Tourist;DJ Khaled;Travis Scott & Lil Wayne;Travis Scott;"""I might bust that little bitch, pass to my buddy
Bust that bitch and pass her to my buddy
How does it feel, my nigga? Damn it feel great
Bust a little bitch and pass her to my buddy""";12
